ID,GX,GY,Species,Tag,PrevStatus,PrevIDqual,PrevHt,Cell,PrevComments,StandID,Plot,PrevYear
001000001,46,78,GASH,37003,1,S,1080,E3,,FOREG_02,001,2023
001000002,8,73,BENE,37076,1,S,277,B3,,FOREG_02,001,2023
001000003,2,52,BENE,37098,1,S,147,A5,,FOREG_02,001,2023
001000004,61,52,BENE,37086,1,S,210,H5,Crushed,FOREG_02,001,2023
001000005,80,42,GASH,37028,1,S,619,I6,,FOREG_02,001,2023
001000006,100,52,GASH,37064,9,S,,J5,,FOREG_02,001,2023
001000007,81,41,GASH,37002,9,S,,I6,,FOREG_02,001,2023
001000008,97,32,TSHE,37077,6,S,,J7,PLANT MISSING,FOREG_02,001,2020
001000009,98,17,TSHE,37043,6,S,,J8,PLANT MISSING,FOREG_02,001,2020
001000010,91,31,TSHE,37016,6,S,,I7,"PRESUMED DEAD, PLANT AND TAG MISSING",FOREG_02,001,2020
001000011,88,28,TSHE,37061,6,S,,I8,PLANT MISSING,FOREG_02,001,2020
001000012,67,11,TSHE,37084,6,S,,G9,PLANT MISSING,FOREG_02,001,2020
001000013,83,12,BENE,37056,1,S,210,I9,,FOREG_02,001,2023
001000014,38,72,TSHE,37021,6,S,,D3,PLANT MISSING,FOREG_02,001,2020
001000015,38,71,TSHE,37010,6,S,,D3,PLANT MISSING,FOREG_02,001,2020
001000016,21,40,TSHE,TSHE_1,6,S,,C6,,FOREG_02,001,2021
001000017,83,69,TSHE,TSHE_2,6,S,,I6,,FOREG_02,001,2021
001000018,87,71,TSHE,TSHE_3,6,S,,I3,"plant missing, presumed dead",FOREG_02,001,2022
001000019,81,70,TSHE,TSHE_4,6,S,,I3,"plant missing, presumed dead",FOREG_02,001,2022
001000020,61,72,TSHE,TSHE_5,6,S,,G3,"plant missing, presumed dead",FOREG_02,001,2022
001000021,62,70,TSHE,TSHE_6,6,S,,G3,"plant missing, presumed dead",FOREG_02,001,2022
001000022,63,73,TSHE,TSHE_7,6,S,,G3,"plant missing, presumed dead",FOREG_02,001,2022
001000023,7,87,TSHE,TSHE_8,6,S,,A2,"plant missing, presumed dead",FOREG_02,001,2022
001000024,38,87,TSHE,TSHE_9,6,S,,D2,"plant missing, presumed dead",FOREG_02,001,2022
001000025,45,92,TSHE,TSHE_10,6,S,,E1,"plant missing, presumed dead",FOREG_02,001,2022
001000026,37,80,TSHE,TSHE_11,6,S,,D2,"plant missing, presumed dead",FOREG_02,001,2022
001000027,8,64,TSHE,TSHE_12,6,S,,A4,"plant missing, presumed dead",FOREG_02,001,2022
001000028,4,65,TSHE,TSHE_13,6,S,,A4,"plant missing, presumed dead",FOREG_02,001,2022
001000029,22,62,TSHE,TSHE_14,6,S,,C4,"plant missing, presumed dead",FOREG_02,001,2022
001000030,22,65,TSHE,TSHE_15,6,S,,C4,"plant missing, presumed dead",FOREG_02,001,2022
001000031,24,64,TSHE,TSHE_16,6,S,,C4,"plant missing, presumed dead",FOREG_02,001,2022
001000032,27,63,TSHE,TSHE_17,6,S,,C4,"plant missing, presumed dead",FOREG_02,001,2022
001000033,27,69,TSHE,TSHE_18,6,S,,C4,"plant missing, presumed dead",FOREG_02,001,2022
001000034,31,70,TSHE,TSHE_19,6,S,,D3,"plant missing, presumed dead",FOREG_02,001,2022
001000035,34,73,TSHE,TSHE_20,6,S,,D3,"plant missing, presumed dead",FOREG_02,001,2022
001000036,72,72,TSHE,TSHE_21,6,S,,H3,"plant missing, presumed dead",FOREG_02,001,2022
001000037,68,70,TSHE,TSHE_22,6,S,,G3,"plant missing, presumed dead",FOREG_02,001,2022
001000038,68,88,TSHE,TSHE_23,6,S,,G2,"plant missing, presumed dead",FOREG_02,001,2022
001000039,68,92,TSHE,TSHE_24,6,S,,G1,"plant missing, presumed dead",FOREG_02,001,2022
001000040,68,96,TSHE,TSHE_25,6,S,,G1,"plant missing, presumed dead",FOREG_02,001,2022
001000041,70,92,TSHE,TSHE_26,6,S,,H1,"plant missing, presumed dead",FOREG_02,001,2022
001000042,78,92,TSHE,TSHE_27,6,S,,H1,"plant missing, presumed dead",FOREG_02,001,2022
001000043,78,88,TSHE,TSHE_28,6,S,,H2,"plant missing, presumed dead",FOREG_02,001,2022
001000044,79,85,TSHE,TSHE_29,6,S,,H2,"plant missing, presumed dead",FOREG_02,001,2022
001000045,95,92,TSHE,TSHE_30,6,S,,J1,"plant missing, presumed dead",FOREG_02,001,2022
001000046,90,91,TSHE,TSHE_31,6,S,,J1,"plant missing, presumed dead",FOREG_02,001,2022
001000047,89,90,TSHE,TSHE_32,6,S,,I1,"plant missing, presumed dead",FOREG_02,001,2022
001000048,19,94,TSHE,TSHE_33,6,S,,B1,"plant missing, presumed dead",FOREG_02,001,2022
001000049,13,99,TSHE,TSHE_34,6,S,,B1,"plant missing, presumed dead",FOREG_02,001,2022
001000050,27,22,TSHE,TSHE_35,6,S,,C8,"plant missing, presumed dead",FOREG_02,001,2022
001000051,28,21,TSHE,TSHE_36,6,S,,C8,"plant missing, presumed dead",FOREG_02,001,2022
001000052,9,31,TSHE,TSHE_37,6,S,,A7,"plant missing, presumed dead",FOREG_02,001,2022
001000053,13,41,TSHE,TSHE_38,6,S,,B6,"plant missing, presumed dead",FOREG_02,001,2022
001000054,21,39,TSHE,TSHE_39,6,S,,C7,"plant missing, presumed dead",FOREG_02,001,2022
001000055,25,37,TSHE,TSHE_40,6,S,,C7,"plant missing, presumed dead",FOREG_02,001,2022
001000056,35,35,TSHE,TSHE_41,6,S,,D7,"plant missing, presumed dead",FOREG_02,001,2022
001000057,38,36,TSHE,TSHE_42,6,S,,D7,"plant missing, presumed dead",FOREG_02,001,2022
001000058,38,38,TSHE,TSHE_43,6,S,,D7,"plant missing, presumed dead",FOREG_02,001,2022
001000059,35,32,TSHE,TSHE_44,6,S,,D7,"plant missing, presumed dead",FOREG_02,001,2022
001000060,57,5,TSHE,TSHE_45,6,S,,F10,"plant missing, presumed dead",FOREG_02,001,2022
001000061,42,43,TSHE,TSHE_46,6,S,,E6,"plant missing, presumed dead",FOREG_02,001,2022
001000062,45,43,TSHE,TSHE_47,6,S,,E6,"plant missing, presumed dead",FOREG_02,001,2022
001000063,53,47,TSHE,TSHE_48,6,S,,F6,"plant missing, presumed dead",FOREG_02,001,2022
001000064,55,51,TSHE,TSHE_49,6,S,,F5,"plant missing, presumed dead",FOREG_02,001,2022
001000065,58,43,TSHE,TSHE_50,6,S,,F6,"plant missing, presumed dead",FOREG_02,001,2022
001000066,66,44,TSHE,TSHE_51,6,S,,G6,"plant missing, presumed dead",FOREG_02,001,2022
001000067,64,42,TSHE,TSHE_52,6,S,,G6,"plant missing, presumed dead",FOREG_02,001,2022
001000068,65,40,TSHE,TSHE_53,6,S,,G6,"plant missing, presumed dead",FOREG_02,001,2022
001000069,64,40,TSHE,TSHE_54,6,S,,G6,"plant missing, presumed dead",FOREG_02,001,2022
001000070,67,43,PSME,PSME_1,6,S,,G6,"plant missing, presumed dead",FOREG_02,001,2022
001000071,80,43,TSHE,TSHE_55,6,S,,I6,"plant missing, presumed dead",FOREG_02,001,2022
001000072,57,5,TSHE,TSHE_56,6,S,,F10,"plant missing, presumed dead",FOREG_02,001,2022
001000073,92,10,TSHE,TSHE_57,6,S,,J9,"plant missing, presumed dead",FOREG_02,001,2022
001000074,88,11,TSHE,TSHE_58,6,S,,I9,"plant missing, presumed dead",FOREG_02,001,2022
001000075,100,12,TSHE,TSHE_59,6,S,,J9,"plant missing, presumed dead",FOREG_02,001,2022
001000076,98,11,TSHE,TSHE_60,6,S,,J9,"plant missing, presumed dead",FOREG_02,001,2022
001000077,40,50,TSHE,TSHE_61,6,S,,E5,"plant missing, presumed dead",FOREG_02,001,2022
001000078,62,60,TSHE,TSHE_62,6,S,,G4,"plant missing, presumed dead",FOREG_02,001,2022
001000079,68,60,TSHE,TSHE_63,6,S,,G4,"plant missing, presumed dead",FOREG_02,001,2022
001000080,8,52,TSHE,TSHE_64,6,S,,A5,"no entry in 2023, assumed dead",FOREG_02,001,2023
002000081,17,95,BENE,37083,1,S,747,B1,,FOREG_02,002,2023
002000082,9,58,GASH,37048,1,S,623,A4,,FOREG_02,002,2023
002000083,21,93,CHUM,37027,1,S,236,C1,,FOREG_02,002,2023
002000084,27,91,CHUM,37068,1,S,285,C1,,FOREG_02,002,2023
002000085,42,89,BENE,37045,1,S,283,E2,,FOREG_02,002,2023
002000086,43,87,BENE,37031,1,S,125,E2,,FOREG_02,002,2023
002000087,51,79,GASH,37037,1,S,463,C3,,FOREG_02,002,2023
002000088,48,61,BENE,37079,1,S,55,E5,,FOREG_02,002,2023
002000089,62,42,BENE,37059,1,S,230,H6,,FOREG_02,002,2023
002000090,43,11,BENE,37090,1,S,271,E9,,FOREG_02,002,2023
002000091,9,53,CHUM,37072,1,S,455,A6,,FOREG_02,002,2023
002000092,15,44,CHUM,37047,6,S,,B6,,FOREG_02,002,2023
002000093,5,35,CHUM,37062,6,S,,A7,,FOREG_02,002,2022
002000094,17,72,BENE,37091,1,S,198,B3,,FOREG_02,002,2023
002000095,69,18,BENE,37015,1,S,320,G8,,FOREG_02,002,2023
002000096,68,31,BENE,37095,1,S,691,G7,,FOREG_02,002,2023
002000097,75,98,VAPA,37038,9,S,,H1,,FOREG_02,002,2022
002000098,19,77,CHUM,37035,1,S,258,C3,,FOREG_02,002,2023
002000099,35,11,BENE,45271,1,S,82,D10,,FOREG_02,002,2023
002000100,29,95,GASH,45282,1,S,418,D1,,FOREG_02,002,2023
002000101,81,54,BENE,45286,1,S,63,I5,,FOREG_02,002,2023
002000102,21,39,GASH,45269,1,S,621,B7,,FOREG_02,002,2023
002000103,22,10,GASH,45291,1,S,736,C10,,FOREG_02,002,2023
002000104,15,85,CHUM,47557,1,S,181,B2,,FOREG_02,002,2023
002000105,12,97,TSHE,TSHE_1,6,S,,B1,"plant missing, presumed dead",FOREG_02,002,2022
002000106,15,96,TSHE,TSHE_2,6,S,,B1,"plant missing, presumed dead",FOREG_02,002,2022
002000107,79,45,TSHE,TSHE_3,6,S,,H6,"plant missing, presumed dead",FOREG_02,002,2022
002000108,55,51,TSHE,TSHE_4,6,S,,F5,"plant missing, presumed dead",FOREG_02,002,2022
002000109,63,94,TSHE,TSHE_5,6,S,,G1,"plant missing, presumed dead",FOREG_02,002,2022
002000110,96,85,TSHE,TSHE_6,6,S,,J8,"plant missing, presumed dead",FOREG_02,002,2022
002000111,60,81,TSHE,TSHE_7,6,S,,G2,"plant missing, presumed dead",FOREG_02,002,2022
002008562,9,74,CONU4,11099,2,,74,A3,,FOREG_02,002,2023
002008563,76,94,VAME,11059,2,,56,H1,,FOREG_02,002,2023
002008564,76,97,VAME,11071,2,,77,H1,,FOREG_02,002,2023
002008565,79,95,VAME,11069,2,,75,H1,,FOREG_02,002,2023
003000112,11,15,TABR,37081,1,S,202,A9,,FOREG_02,003,2023
003000113,41,42,BENE,37039,1,S,185,E6,,FOREG_02,003,2023
003000114,5,82,BENE,37075,1,S,641,A2,,FOREG_02,003,2023
003000115,51,5,BENE,37005,1,S,286,F10,,FOREG_02,003,2023
003000116,62,32,BENE,37018,1,S,590,G6,,FOREG_02,003,2023
003000117,70,10,TSHE,TSHE_1,6,S,,A9,"plant missing, presumed dead",FOREG_02,003,2022
003000118,73,91,TSHE,TSHE_2,6,S,,H1,"plant missing, presumed dead",FOREG_02,003,2022
004000119,19,77,TSHE,37080,1,S,780,C2,UWD,FOREG_02,004,2023
004000120,23,48,VAPA,37022,6,S,,C6,CRUSHED BY FALLEN BRANCH,FOREG_02,004,2021
004000121,55,48,VAPA,37093,1,S,1171,F6,Partially crushed by debris ,FOREG_02,004,2023
004000122,39,14,TSHE,37097,1,S,375,D8,,FOREG_02,004,2023
004000123,11,41,TSHE,TSHE_01,6,S,,B6,"plant missing, presumed dead",FOREG_02,004,2020
004000124,97,1,TSHE,TSHE_2,6,S,,J10,"plant missing, presumed dead",FOREG_02,004,2022
004000125,91,8,TSHE,TSHE_3,6,S,,J10,"plant missing, presumed dead",FOREG_02,004,2022
004000126,93,12,TSHE,TSHE_4,6,S,,J9,"plant missing, presumed dead",FOREG_02,004,2022
004000127,97,12,TSHE,TSHE_5,6,S,,J9,"plant missing, presumed dead",FOREG_02,004,2022
004000128,92,14,TSHE,TSHE_6,6,S,,J9,"plant missing, presumed dead",FOREG_02,004,2022
004000129,95,23,TSHE,TSHE_7,6,S,,J8,"plant missing, presumed dead",FOREG_02,004,2022
004000130,95,29,TSHE,TSHE_8,6,S,,J8,"plant missing, presumed dead",FOREG_02,004,2022
004000131,87,12,TSHE,TSHE_9,6,S,,I9,"plant missing, presumed dead",FOREG_02,004,2022
004000132,80,4,TSHE,TSHE_10,6,S,,I10,"plant missing, presumed dead",FOREG_02,004,2022
004000133,75,28,TSHE,TSHE_11,6,S,,H8,"plant missing, presumed dead",FOREG_02,004,2022
004000134,100,12,TSHE,TSHE_12,6,S,,J9,"plant missing, presumed dead",FOREG_02,004,2022
004000135,71,24,TSHE,TSHE_13,6,S,,H8,"plant missing, presumed dead",FOREG_02,004,2022
004000136,69,20,TSHE,TSHE_14,6,S,,G8,"plant missing, presumed dead",FOREG_02,004,2022
004000137,67,44,TSHE,TSHE_15,6,S,,G6,"plant missing, presumed dead",FOREG_02,004,2022
004000138,66,43,TSHE,TSHE_16,6,S,,G6,"plant missing, presumed dead",FOREG_02,004,2022
004000139,51,34,TSHE,TSHE_17,6,S,,F7,"plant missing, presumed dead",FOREG_02,004,2022
004000140,42,32,TSHE,TSHE_18,6,S,,E7,"plant missing, presumed dead",FOREG_02,004,2022
004000141,10,26,TSHE,TSHE_19,6,S,,B8,"plant missing, presumed dead",FOREG_02,004,2022
004000142,89,60,TSHE,TSHE_20,6,S,,I4,"plant missing, presumed dead",FOREG_02,004,2022
004000143,92,92,TSHE,TSHE_21,6,S,,J1,"plant missing, presumed dead",FOREG_02,004,2022
004000144,91,94,TSHE,TSHE_22,6,S,,J1,"plant missing, presumed dead",FOREG_02,004,2022
004000145,82,73,TSHE,TSHE_23,6,S,,I3,"plant missing, presumed dead",FOREG_02,004,2022
004000146,81,71,TSHE,TSHE_24,6,S,,I3,"plant missing, presumed dead",FOREG_02,004,2022
004000147,75,78,TSHE,TSHE_25,6,S,,H3,"plant missing, presumed dead",FOREG_02,004,2022
004000148,95,75,TSHE,TSHE_26,6,S,,H1,"plant missing, presumed dead",FOREG_02,004,2022
004000149,79,76,TSHE,TSHE_27,6,S,,H3,"plant missing, presumed dead",FOREG_02,004,2022
004000150,75,86,TSHE,TSHE_28,6,S,,I3,"plant missing, presumed dead",FOREG_02,004,2022
004000151,68,67,TSHE,TSHE_29,6,S,,G4,"plant missing, presumed dead",FOREG_02,004,2022
004000152,70,62,TSHE,TSHE_30,6,S,,H4,"plant missing, presumed dead",FOREG_02,004,2022
004000153,85,71,TSHE,TSHE_31,6,S,,I3,"plant missing, presumed dead",FOREG_02,004,2022
004000154,85,71,TSHE,TSHE_32,6,S,,I3,"plant missing, presumed dead",FOREG_02,004,2022
004000155,80,62,TSHE,TSHE_33,6,S,,I4,"plant missing, presumed dead",FOREG_02,004,2022
004000156,81,62,TSHE,TSHE_34,6,S,,I4,"plant missing, presumed dead",FOREG_02,004,2022
004000157,45,85,TSHE,TSHE_35,6,S,,E2,"plant missing, presumed dead",FOREG_02,004,2022
004000158,13,88,TSHE,TSHE_36,6,S,,B2,"plant missing, presumed dead",FOREG_02,004,2022
004000159,5,92,TSHE,TSHE_37,6,S,,A1,"plant missing, presumed dead",FOREG_02,004,2022
005000160,36,21,PSME,PSME_01,6,S,,D8,"plant missing, presumed dead",FOREG_02,005,2020
005000161,80,24,BENE,37053,1,S,169,I8,,FOREG_02,005,2023
005000162,42,38,TSHE,TSHE_01,6,S,,E7,"plant missing, presumed dead",FOREG_02,005,2020
005000163,59,76,TSHE,TSHE_02,6,S,,F3,"plant missing, presumed dead",FOREG_02,005,2020
005000164,17,66,TSHE,TSHE_03,6,S,,B4,"plant missing, presumed dead",FOREG_02,005,2020
005000165,28,58,TSHE,TSHE_04,6,S,,C5,"plant missing, presumed dead",FOREG_02,005,2020
005000166,80,19,BENE,45241,1,S,130,I9,,FOREG_02,005,2023
005000167,38,95,PSME,45213,7,S,,D1,,FOREG_02,005,2022
005000168,11,57,TSHE,TSHE_5,6,S,,B5,"plant missing, presumed dead",FOREG_02,005,2021
005000169,67,18,TSHE,TSHE_6,6,S,,G9,"plant missing, presumed dead",FOREG_02,005,2022
005000170,90,58,TSHE,TSHE_7,6,S,,J5,"plant missing, presumed dead",FOREG_02,005,2022
005000171,80,91,TSHE,TSHE_8,6,S,,I1,"plant missing, presumed dead",FOREG_02,005,2022
005000172,80,80,TSHE,TSHE_9,6,S,,I2,"plant missing, presumed dead",FOREG_02,005,2022
005000173,71,76,TSHE,TSHE_10,6,S,,H3,"plant missing, presumed dead",FOREG_02,005,2022
005008575,85,82,PSME,12799,2,,48,I2,,FOREG_02,005,2023
005008576,4,37,PSME,12795,2,,69,A7,,FOREG_02,005,2023
006000174,34,22,BENE,37058,1,S,185,D8,,FOREG_02,006,2023
006000175,63,22,BENE,37001,1,S,270,G8,,FOREG_02,006,2023
006000176,66,40,BENE,37073,1,S,110,G6,,FOREG_02,006,2023
006000177,79,21,BENE,37023,1,S,250,H8,,FOREG_02,006,2023
006000178,78,53,PSME,PSME_01,6,S,,H5,"plant missing, presumed dead",FOREG_02,006,2020
006000179,69,39,TSHE,TSHE_1,6,S,,H7,"plant missing, presumed dead",FOREG_02,006,2022
006000180,89,45,TSHE,TSHE_2,6,S,,I6,"plant missing, presumed dead",FOREG_02,006,2022
006000181,55,22,BENE,12858,1,S,62,F8,,FOREG_02,006,2023
006008582,85,10,GASH,12587,2,,930,I9,,FOREG_02,006,2023
006008583,36,50,PSME,PSME2301,2,,47,D6,,FOREG_02,006,2023
007007087,61,32,BENE,37153,1,S,188,F7,,FOREG_31,007,2023
007007088,62,40,BENE,37108,1,S,178,G7,,FOREG_31,007,2023
007007089,53,18,ACCI,37103,7,G,,F9,,FOREG_31,007,2020
007007090,92,29,FRPU,37309,1,S,160,J8,ODD,FOREG_31,007,2023
007007091,96,34,FRPU,37167,1,S,118,J7,,FOREG_31,007,2023
007007092,98,33,FRPU,37105,1,S,271,J7,,FOREG_31,007,2023
007007093,62,33,BENE,45261,1,S,83,G7,,FOREG_31,007,2023
008007094,6,2,BENE,37170,1,S,180,A10,,FOREG_31,008,2023
008007095,42,58,BENE,37124,1,S,152,D5,,FOREG_31,008,2023
008007096,25,79,BENE,37129,1,S,145,C3,,FOREG_31,008,2023
008007097,18,92,BENE,37107,1,S,178,B1,,FOREG_31,008,2023
008007098,39,38,CHME,37227,9,S,,E6,,FOREG_31,008,2022
008007099,51,35,CHME,37154,1,S,46,F7,Leader dieback,FOREG_31,008,2023
008007100,56,48,CHME,37139,1,S,190,F6,,FOREG_31,008,2023
008007101,62,42,BENE,37128,1,S,78,G7,,FOREG_31,008,2023
008007102,93,14,ACCI,37158,1,S,196,J9,,FOREG_31,008,2023
008007103,52,80,CHME,45221,1,S,121,F3,,FOREG_31,008,2023
008007104,60,90,CHME,45235,1,S,106,G2,,FOREG_31,008,2023
008007105,91,52,CHUM,CHUM_03,6,S,,J5,"plant missing, presumed dead",FOREG_31,008,2020
008007106,51,95,BENE,BENE_01,6,S,,F1,"plant missing, presumed dead",FOREG_31,008,2020
008007107,48,45,CHUM,CHUM_04,6,S,,E6,"plant missing, presumed dead",FOREG_31,008,2020
008007108,59,89,CHME,45299,1,S,76,F2,,FOREG_31,008,2023
008007109,51,91,CHME,45251,1,S,113,F1,,FOREG_31,008,2023
008007110,32,40,CHME,45258,7,S,,D6,,FOREG_31,008,2021
008007111,20,25,TSHE,TSHE_1,6,S,,C8,"plant missing, presumed dead",FOREG_31,008,2022
008007112,32,35,CHME,12769,1,S,31,D7,CHME1; CJD: Tagged 2023,FOREG_31,008,2023
008008600,37,2,CHME,12722,2,,97,D10,,FOREG_31,008,2023
009007113,5,21,BENE,37089,1,S,164,A9,,FOREG_31,009,2023
009007114,37,94,VAPA,37092,1,S,184,D1,,FOREG_31,009,2023
009007115,21,75,VAPA,37070,1,S,185,C3,,FOREG_31,009,2023
009007116,25,78,VAPA,37050,1,S,346,C4,,FOREG_31,009,2023
009007117,48,72,VAPA,37029,1,S,206,E3,,FOREG_31,009,2023
009007118,3,88,PSME,PSME_01,6,S,,A2,"plant missing, presumed dead",FOREG_31,009,2020
009007119,39,98,VAPA,45155,1,S,248,E1,,FOREG_31,009,2023
009007120,58,88,VAPA,10860,1,S,136,F2,,FOREG_31,009,2023
009007121,59,85,VAPA,10857,1,S,95,F2,,FOREG_31,009,2023
009007122,46,80,VAPA,10893,1,S,115,E3,,FOREG_31,009,2023
009007123,40,85,VAPA,10899,1,S,125,D2,,FOREG_31,009,2023
009007124,39,88,VAPA,45148,1,S,176,E2,,FOREG_31,009,2023
009007125,35,86,VAPA,12707,1,S,78,D2,VAPA7; CJD: Tagged 2023,FOREG_31,009,2023
009007126,27,89,VAPA,10869,1,S,127,C2,,FOREG_31,009,2023
009007127,27,85,VAPA,VAPA_9,6,S,,C2,"plant missing, presumed dead",FOREG_31,009,2021
009007128,29,79,VAPA,10887,1,S,138,C3,,FOREG_31,009,2023
009007129,8,61,VAPA,45167,1,S,90,A4,,FOREG_31,009,2023
009007130,15,71,VAPA,10890,1,S,94,B3,,FOREG_31,009,2023
009007131,18,76,VAPA,VAPA_13,6,S,,B3,"plant missing, presumed dead",FOREG_31,009,2021
009007132,28,73,VAPA,10864,1,S,73,C4,,FOREG_31,009,2023
009007133,42,73,VAPA,45128,1,S,100,E4,,FOREG_31,009,2023
009007134,39,71,VAPA,45138,1,S,173,E4,,FOREG_31,009,2023
009007135,50,55,VAPA,10875,1,S,173,E5,,FOREG_31,009,2023
009007136,21,55,VAPA,12510,1,S,124,C5,,FOREG_31,009,2023
009007137,6,58,VAPA,12508,1,S,112,A5,,FOREG_31,009,2023
009007138,53,55,VAPA,VAPA_20,6,S,,F5,"plant missing, presumed dead",FOREG_31,009,2020
009007139,50,47,VAPA,12708,1,S,45,F6,VAPA21; CJD: tagged 2023,FOREG_31,009,2023
009007140,31,43,VAPA,10877,1,S,63,D6,,FOREG_31,009,2023
009007141,60,98,BENE,37004,1,S,65,G1,,FOREG_31,009,2023
009007142,53,40,BENE,37006,1,S,141,F6,,FOREG_31,009,2023
009007143,30,85,VAPA,VAPA_23,6,S,,D2,,FOREG_31,009,2022
009007144,30,75,VAPA,VAPA_24,6,S,,D3,"plant missing, presumed dead",FOREG_31,009,2021
009007145,10,70,VAPA,10818,1,S,130,B4,,FOREG_31,009,2023
009007146,33,41,VAPA,VAPA_26,6,S,,D6,,FOREG_31,009,2022
009007147,93,19,PSME,PSME_2,6,S,,J9,"plant missing, presumed dead",FOREG_31,009,2022
009007148,12,61,VAPA,10900,1,S,121,B5,,FOREG_31,009,2023
009007149,61,85,VAPA,VAPA_27,6,S,,G2,"no entry in 2023, assumed dead",FOREG_31,009,2023
009008626,31,65,VAPA,12764,2,,84,D4,,FOREG_31,009,2023
010007150,11,11,PSME,PSME_01,6,S,,B9,"plant missing, presumed dead",FOREG_31,010,2020
010007151,6,8,TSHE,TSHE_01,6,S,,A10,"plant missing, presumed dead",FOREG_31,010,2020
010007152,24,22,TSHE,TSHE_02,6,S,,C8,"plant missing, presumed dead",FOREG_31,010,2020
010007153,24,24,TSHE,TSHE_03,6,S,,C8,"plant missing, presumed dead",FOREG_31,010,2020
010007154,50,57,TSHE,TSHE_04,6,S,,F5,"plant missing, presumed dead",FOREG_31,010,2020
010007155,18,28,TSHE,TSHE_05,6,S,,A8,"plant missing, presumed dead",FOREG_31,010,2022
010007156,33,29,TSHE,TSHE_06,6,S,,D7,"plant missing, presumed dead",FOREG_31,010,2022
010007157,51,41,TSHE,TSHE_07,6,S,,F6,"plant missing, presumed dead",FOREG_31,010,2022
010007158,76,89,TSHE,TSHE_08,6,S,,H2,"plant missing, presumed dead",FOREG_31,010,2022
010007159,57,92,TSHE,TSHE_09,6,S,,F1,"plant missing, presumed dead",FOREG_31,010,2022
010008627,72,55,PSME,PSME2301,2,,38,H5,TS,FOREG_31,010,2023
011007160,61,21,BENE,37197,1,S,64,G9,,FOREG_31,011,2023
011007161,79,9,BENE,37143,1,S,60,H10,,FOREG_31,011,2023
011007162,98,22,CHUM,37131,7,S,,J8,,FOREG_31,011,2021
011007163,98,40,BENE,37243,1,S,118,J7,,FOREG_31,011,2023
011007164,99,43,BENE,37110,6,S,,J6,,FOREG_31,011,2021
011007165,96,89,BENE,37120,1,S,70,J2,,FOREG_31,011,2023
011007166,97,95,ABAM,10233,1,S,58,J1,CHECK SP ID in 2024; FIELD: Species updated 2023 from TABR to ABAM,FOREG_31,011,2023
011007167,98,39,CHUM,37127,7,S,,J7,,FOREG_31,011,2021
011007168,82,10,ACCI,45147,7,S,,I9,,FOREG_31,011,2022
011007169,66,98,ACCI,ACCI_1,6,S,,G1,"plant missing, presumed dead",FOREG_31,011,2021
011007170,13,75,ACCI,10246,7,S,,B3,,FOREG_31,011,2022
011007171,96,39,CHME,10205,7,S,,J7,,FOREG_31,011,2022
012007172,10,59,ACCI,37166,8,S,,B5,CRUSHED BY DEBRIS,FOREG_31,012,2020
012007173,19,51,ACMA,ACMA_1,6,S,,B5,"plant missing, presumed dead",FOREG_31,012,2021
012007174,9,58,TSHE,TSHE_1,6,S,,A5,"plant missing, presumed dead",FOREG_31,012,2022
012007175,75,90,PSME,PSME_1,6,S,,H1,"plant missing, presumed dead",FOREG_31,012,2022
012007176,85,13,TSHE,TSHE_2,6,S,,I9,"plant missing, presumed dead",FOREG_31,012,2022
012007177,88,14,TSHE,TSHE_3,6,S,,I9,"plant missing, presumed dead",FOREG_31,012,2022
012007178,92,18,TSHE,TSHE_4,6,S,,J9,"plant missing, presumed dead",FOREG_31,012,2022
012007179,93,19,TSHE,TSHE_5,6,S,,J9,"plant missing, presumed dead",FOREG_31,012,2022
012007180,96,37,TSHE,TSHE_6,6,S,,J7,"plant missing, presumed dead",FOREG_31,012,2022
012007181,61,5,TSHE,TSHE_7,6,S,,G10,"plant missing, presumed dead",FOREG_31,012,2022
012007182,58,3,TSHE,TSHE_8,6,S,,F10,"plant missing, presumed dead",FOREG_31,012,2022
013007183,71,34,PSME,PSME_01,6,S,,H7,"plant missing, presumed dead",FOREG_31,013,2020
013007184,15,60,PSME,PSME_02,6,S,,B4,"plant missing, presumed dead",FOREG_31,013,2020
013007185,14,13,BENE,BENE_01,6,S,,B9,"plant missing, presumed dead",FOREG_31,013,2020
014007186,96,90,ACMA,37125,7,S,,J1,,FOREG_31,014,2020
014007187,56,75,TSHE,TSHE_1,6,S,,F3,"plant missing, presumed dead",FOREG_31,014,2022
015007188,65,25,ACMA,ACMA_01,6,S,,G8,"plant missing, presumed dead",FOREG_31,015,2020
015007189,5,8,TABR,37042,1,S,178,A10,,FOREG_31,015,2023
015007190,29,57,ACMA,ACMA_02,6,S,,C5,"plant missing, presumed dead",FOREG_31,015,2020
015007191,22,14,TSHE,TSHE_1,6,S,,C9,"plant missing, presumed dead",FOREG_31,015,2022
015007192,5,33,TSHE,TSHE_2,6,S,,A7,"plant missing, presumed dead",FOREG_31,015,2022
016000182,18,88,CHUM,37270,6,S,,B2,,FOREG_02,016,2022
016000183,15,66,GASH,37296,1,S,645,B4,,FOREG_02,016,2023
016000184,7,53,BENE,37300,1,S,370,A5,,FOREG_02,016,2023
016000185,8,37,BENE,37214,1,S,130,A7,,FOREG_02,016,2023
016000186,32,53,BENE,37248,1,S,105,D5,,FOREG_02,016,2023
